Chapter_Shloka_id,Subject,Predicate,Object
BG_17_25,Moksha,is the goal of,sacrificial gifts
BG_17_25,Moksha,is the goal of,sacrificial donations
BG_17_25,Moksha,is the goal of,sacrificial offerings
BG_17_25,Moksha,is the goal of,sacrificial oblations
BG_17_25,Moksha,is the goal of,sacrificial gifts
BG_17_25,Moksha,is the goal of,sacrificial donations
BG_17_26,prasaste karmani,yujyate,sacchabdah
BG_17_26,sadbhave,abhidhiyate,brahmanah
BG_17_26,asatah sadbhave,abhidhiyate,brahmanah
BG_17_26,yatha avidyamanasya putrasya janmani,abhidhiyate,brahmanah
BG_17_26,sadhubhave ca asadvrttasya,abhidhiyate,brahmanah
BG_17_26,asadhoh sadvrttata,abhidhiyate,brahmanah
BG_17_26,sadhubhave ca sat,ityetat,abhidhanam
BG_17_26,prasaste karmani,prayujyate,brahmanah
BG_17_26,vivahadau ca,prayujyate,brahmanah
BG_17_26,sacchabdah,yujyate,prayujyate
BG_17_27,karma,abhidhiyate,tadarthiyam
BG_17_27,yajne yajnakarmani,ucyate,sat
BG_17_27,tapasi ca ya sthitih,ucyate,sat
BG_17_27,dane ca ya sthitih,ucyate,sat
BG_17_27,karma,ucyate,tadarthiyam
BG_17_27,yajnadanataporthiyam,ucyate,tadarthiyam
BG_17_27,yasya abhidhanatrayam prakrtam,ucyate,tadarthiyam
BG_17_27,yajnadanataporthiyam,ucyate,isvararthiyam
BG_17_27,sat,ityetat,abhidhiyate
BG_17_27,karma,abhidhiyate,asattvikam
BG_17_27,karma,abhidhiyate,vigunamapi
BG_17_27,karma,abhidhiyate,sattvikam
BG_17_27,karma,sampaditam,bhavati
BG_17_28,asraddhaya hutam havanam,ucyate,asat
BG_17_28,asraddhaya krtam,ucyate,asat
BG_17_28,asraddhaya dattam,ucyate,asat
BG_17_28,asraddhaya tapah,ucyate,asat
BG_17_28,asraddhaya taptam,ucyate,asat
BG_17_28,asraddhaya anusthitam,ucyate,asat
BG_17_28,asraddhayaiva krtam,ucyate,asat
BG_17_28,yat stutinamaskaradi,ucyate,asat
BG_17_28,tat sarvam,ucyate,asat
BG_17_28,matpraptisadhanamargabahyatvat,ucyate,partha
BG_17_28,na ca tat,ucyate,bahulayasamapi
BG_17_28,na ca tat,ucyate,pretya phalaya
BG_17_28,na ca tat,ucyate,ihartham
BG_17_28,sadhubhih,ucyate,ninditatvat
BG_2_1,Madhusudanah,is speaking,vakyam
BG_2_2,Arjuna,is unworthy,asvargyam
BG_2_3,Parantapa,should abandon,hridayadaurbalyam
BG_2_4,Ishubhih,will fight,pratiyotsyami
BG_2_5,Gurunihai,should eat,bhogam
BG_2_6,Dhartarastra,is situated,pramukhe
BG_2_7,Sisyaste,should tell,sadhi
BG_2_8,Govinda,possesses,rajyam
BG_2_9,Arjuna,remained silent,tusnim
BG_2_10,Vakyam,is situated,visidantamidam
BG_2_4,tadasat,is characterized by,jnanakarmanisthayorvibhagavacanadbuddhidvayasrayayoh
BG_2_4,Bhagavata,describes,svadharmamapi caveksya
BG_2_4,Bhagavata,defines,tatsankhyam
BG_2_4,buddhi,is related to,atmano janmadisadvikriyabhavadakarta atmeti prakaranarthanirupanat ya jayate
BG_2_4,sankhya buddhi,is related to,jnaninamucita bhavati
BG_2_4,yoga,is characterized by,dharmadharmavivekapurvako moksasadhananusthanalaksano
BG_2_4,yogabuddhih,is related to,dharmaadharmavivekapurvako moksasadhananusthanalaksano
BG_2_4,yoginah,is related to,te yoginah
BG_2_4,Bhagavata,divides,sankhyanam
BG_2_4,Bhagavata,divides,vibhaktam vaksyati
BG_2_4,Bhagavata,divides,vibhaktam vaksyati
BG_2_4,Bhagavata,explains,yugapadekapurusasrayatvasambhavam
BG_2_4,Brahmane,describes,etameva pravrajino lokamicchanto brahmanah pravrajanti
BG_2_4,Brahmane,prescribes,sarvakarmasamnyasam
BG_2_4,Brahmane,describes,prak daraparigrahat purushah atma prakrto dharmajijnasottarakalam lokatrayasadhanam
BG_2_4,Brahmane,describes,"putram , dviprakaram ca vittam manusam daivam ca"
BG_2_4,Brahmane,describes,manusam karmarupam pitrlokapraptisadhanam vidyam ca daivam vittam devalokapraptisadhanam
BG_2_4,Brahmane,describes,avidyakamavata eva sarvani karmani srautadini darsitani
BG_2_4,Brahmane,describes,"vyutthaya, pravrajanti"
BG_2_4,Brahmane,describes,tadetadvibhagavacanamanupapannam
BG_2_11,panditah,do not grieve,gatasunagatasumsca
BG_2_5,asocyan,are not grievable,bhismadronadayah
BG_2_5,asocyan,are eternal,nityatvat
BG_2_5,panditah,do not grieve,"gatasun gatapranan mrtan , agatasun agatapranan jivatasca"
BG_2_5,panditah,are wise,atmajnah
BG_2_5,pandityam,is defined as,nirvidya
BG_2_12,vayam,are eternal,param
BG_2_12,aham,am eternal,atitesu dehotpattivinasesu ghatadisu viyadiva nitya
BG_2_12,tvam,are eternal,"tatha na tvam na asih, kim tu asireva"
BG_2_12,ime janadhipah,were eternal,"tatha na ime janadhipah na asan , kim tu asanneva"
BG_2_12,sarve vayam,are eternal,sarve vayam atah asmat dehavinasat param uttarakale api
BG_2_13,dhiro dhiman,is not deluded,na muhyati na mohamapadyate
BG_2_14,matrah,are impermanent,agamapayino'nityastamstitiksasva bharata
BG_2_14,sabdadaya,are objects of hearing,indriyani
BG_2_14,sparasadayah,are objects of touch,te sitosnasukhaduhkhadah sitam usnam sukham duhkham ca prayacchantiti
BG_2_14,sparasadayah,are impermanent,te matrasparsadayah agamapayinah agamapayasilah tasmat anityah
BG_2_15,dhiram,is considered immortal,samaduhkhasukham dhiram so'mrtatvaya kalpate
BG_2_15,purusam,experiencing,duhkha and sukha
BG_2_15,purusam,being,dhiram and dhimantam
BG_2_15,duhkha and sukha,affecting,purusam
BG_2_15,dhiram and dhimantam,not being affected by,harsha and visaada
BG_2_15,Atma,being the seer,sitosnaadayah
BG_2_15,Atma,being the seer,dvandva
BG_2_15,Atma,being the seer,amritatva
BG_2_15,Atma,being the seer,moksha
BG_2_15,Bhagavan,being capable,samartha
BG_2_16,Atman and Atman,being seen,tattvadarsibhih
BG_2_16,Sad and asat,being seen,tattvadarsibhih
BG_2_16,Brahma,being the name,tat
BG_2_16,Brahma,being the nature,tat
BG_2_16,Brahma,being the seer,silam
BG_2_16,Tat,being the seer,silam
BG_2_16,You,being the seer,silam
BG_2_16,Dvandva,being the nature,vikara
BG_2_16,Dvandva,being the nature,asat
BG_2_16,Dvandva,being the nature,moham
BG_2_16,Dvandva,being the nature,sokam
BG_2_17,Brahma,being indestructible,vinasam
BG_2_17,Brahma,being indestructible,avyaya
BG_2_17,Brahma,being all-pervading,jagat
BG_2_17,Brahma,being like,akasam
BG_2_17,Brahma,being without destruction,vinasam
BG_2_17,Brahma,being without increase and decrease,avyaya
BG_2_17,Brahma,being without change,avyaya
BG_2_17,Brahma,being different from the body,dehadivat
BG_2_17,Brahma,being different from the self,atmiyabhavat
BG_2_17,Brahma,being different from the self,devadatto dhanah
BG_2_17,Ishvara,being unable to destroy,Atma
BG_2_17,Atma,being,Brahma
BG_2_17,Atma,being,svatmani
BG_2_18,Bhagavan,being the commander,yuddhakartavyata
BG_2_18,Bhagavan,being the commander,yuddhe
BG_2_18,Bhagavan,being the commander,sokamohapratibaddhah
BG_2_18,Bhagavan,being the commander,tusnimaste
BG_2_18,Bhagavan,being the commander,yudhyasva
BG_2_19,Atma,being not killed,hanta
BG_2_19,Atma,being not the killer,hantaram
BG_2_19,Atma,being not the doer of killing,kartaram
BG_2_19,Atma,being not killed,dehahananena
BG_2_19,Atma,being not the subject of 'hatah aham',dehahananena
BG_2_19,Atma,being the knower,atmasvarupanabhijnau
BG_2_19,Atma,being not subject to change,avikriyatvat
BG_2_5,Atma,being self-proven,svatahsiddhatvat
BG_2_5,Atma,being the object of knowledge,pramatari
BG_2_5,Atma,being the object of knowledge,pramitsoh
BG_2_5,Atma,being the object of knowledge,pramananvesana
BG_2_5,Atma,being the object of knowledge,sastram
BG_2_5,Atma,being the object of knowledge,antya pramanam
BG_2_5,Atma,being the object of knowledge,taddharmadhyaropanamatranivartakatvena
BG_2_5,Atma,being the object of knowledge,pramanatvam
BG_2_5,Atma,being the object of knowledge,ataddharmadhyaropanamatranivartakatvena
BG_2_5,Atma,being the object of knowledge,pratipadyate
BG_2_5,Atma,being the object of knowledge,ajnatarthajnapakatvena
BG_2_5,Shruti,being the object of knowledge,yatsaksadaparoksadbrahma
BG_2_5,Shruti,being the object of knowledge,ya atma
BG_2_5,Shruti,being the object of knowledge,sarvantarah
BG_2_24,nitesam slokanam paunaruktyam codaniyam,yatah,ekenaiva slokena atmanah nityatvamavikriyatvam coktam
BG_2_24,n jayate mriyate va,bha. gi. 2 | 20,ityadina
BG_2_24,tatra yadeva atmavisayam kinciducyate,tat,etasmat slokarthat na atiricyate
BG_2_24,kincicchabdatah punaruktam,kincidarthatah,iti
BG_2_24,durbodhatvat atmavastunah punah punah prasangamapadya sabdantarena,tadeva vastu nirupayati,bhagavan vasudevah
BG_2_24,katham nu nama samsarinamasamsaritvabuddhigocaratamapannam sat avyaktam tattvam,samsaranivrttaye,syat
BG_2_25,tasmadevam viditvainam,nanusocitumarhasi,|| 25 ||
BG_2_25,tvam na anusocitumarhasi,hantahamesam,mayaite hanyanta iti || 25 ||
BG_2_26,tathapi tvam mahabaho,naivam socitumarhasi,|| 26 ||
BG_2_26,atha ca iti abhyupagamarthah,enam prakrtamatmanam nityajatam lokaprasiddhya pratyanekasarirotpatti jato jata iti,manyase
BG_2_26,tatha pritattadvinasam,nityam va manyase,mrtam mrta iti
BG_2_26,tathapi tathabhave'pi atmani,"tvam mahabaho, na evam socitumarhasi",janmavato janma nasavato nasascetyetavavasyambhavinaviti || 26 ||
BG_2_27,tasmadapariharye'rthe,na tvam socitumarhasi,|| 27 ||
BG_2_27,jatasya hi labdhajanmanah dhruvah avyabhicari mrtyuh maranam dhruvam janma mrtasya ca,tasmadapariharyo'yam janmamaranalaksano'rthah,tasminnapariharye'rthe na tvam socitumarhasi || 27 ||
BG_2_28,avyaktanidhananyeva tatra ka paridevana,ity,|| 28 ||
BG_2_28,avyaktadini avyaktam adarsanam anupalabdhih adih yesam bhutanam putramitradikaryakaranasanghatatmakanam,tani avyaktadini bhutani pragutpatteh,utpannani ca pranmaranat vyaktamadhyani
BG_2_28,avyaktanidhananyeva punah avyaktam adarsanam nidhanam maranam yesam tani avyaktanidhanani,maranadurdhvamapyavyaktatameva pratipadyante,ityarthah
BG_2_28,tatha coktam,adarsanadapatitah punascadarsanam gatah | nasau tava na tasya tvam vrtha ka paridevana,mo. dha. 174 | 17 iti
BG_2_28,tatra ka paridevana,ko va pralapah adrstadrstapranastabhrantibhutesu bhutesvityarthah,|| 28 ||
BG_2_29,ascaryavaccainamanyah srnoti,srutvapyenam veda,na caiva kascit || 29 ||
BG_2_29,ascaryavat,is,ascaryam
BG_2_29,ascaryavat,is,adrstapurvam
BG_2_29,ascaryavat,is,adbhutam
BG_2_29,ascaryavat,is,akasmaddrsyamanam
BG_2_29,tena,is,tulyam
BG_2_29,ascaryavat,is,ascaryam
BG_2_29,enam,is,atmanam
BG_2_29,kascit,pasyati,enam
BG_2_29,ascaryavat,vadati,enam
BG_2_29,tathaiva,is,ca
BG_2_29,anyah,is,ascaryavacca
BG_2_29,enam,is,anyah
BG_2_29,srnoti,is,ascaryavacca
BG_2_29,enam,is,shrutva
BG_2_29,drstva,is,uktvapi
BG_2_29,enamatmanam,is,veda
BG_2_29,na,is,caiva
BG_2_29,kascit,is,atmanam
BG_2_29,pasyati,is,sa
BG_2_29,ascaryatulyah,is,yo
BG_2_29,vadati,is,yasca
BG_2_29,srnoti,is,sah
BG_2_29,anekasahasresu,is,kascideva
BG_2_29,bhavati,is,ato
BG_2_29,durbodha,is,atma
BG_2_29,is,atma,ityabhiprayah
BG_2_30,tasmatsarvani,is,bhutani
BG_2_30,na,is,tvam
BG_2_30,socitumarhasi,is,|| 30 ||
BG_2_30,dehi,is,sariri
BG_2_30,sariri,is,nityam
BG_2_30,sariri,is,sarvada
BG_2_30,sariri,is,sarvavasthasu
BG_2_30,sariri,is,avadhyah
BG_2_30,sariri,is,niravayavatvannityatvacca
BG_2_30,tatra,is,avadhyo'yam
BG_2_30,dehe,is,sarire
BG_2_30,sarvasya,is,sarvagatatvatsthavaradisu
BG_2_30,sthito'pi,is,sarvasya
BG_2_30,pranijatasya,is,dehe
BG_2_30,vadhyamane'pi,is,ayam
BG_2_30,dehi,is,na
BG_2_30,vadhyah,is,yasmat
BG_2_30,tasmad,is,bhismadini
BG_2_30,sarvani,is,bhutani
BG_2_30,uddisya,is,na
BG_2_30,tvam,is,socitumarhasi
BG_2_30,|| 30 ||,is,|| 30 ||
BG_2_31,dharmyaddhi,is,yuddhacchreyo'nyat
BG_2_31,na,is,vidyate
BG_2_31,|| 31 ||,is,|| 31 ||
BG_2_31,svadharmamapi,is,svo
BG_2_31,svo,is,dharmah
BG_2_31,ksatriyasya,is,yuddham
BG_2_31,tamapi,is,aveksya
BG_2_31,tvam,is,na
BG_2_31,vikampitum,is,pracalitum
BG_2_31,narhasi,is,ksatriyasya
BG_2_31,svabhavikaddharmat,is,atmasvabhavyadityabhiprayah
BG_2_31,tacca,is,yuddham
BG_2_31,prthivijayadvarena,is,dharmartham
BG_2_31,prajaraksanartham,is,ceti
BG_2_31,dharmadanapetam,is,param
BG_2_31,dharmyam,is,tasmat
BG_2_31,dharmyat,is,yuddhat
BG_2_31,sreyah,is,anyat
BG_2_31,ksatriyasya,is,na
BG_2_31,vidyate,is,hi
BG_2_31,yasmat,is,|| 31 ||
BG_2_32,sukhinah,is,ksatriyah
BG_2_32,partha,is,labhante
BG_2_32,yuddhamidrsam,is,|| 32 ||
BG_2_32,yadrcchaya,is,ca
BG_2_32,aprarthitataya,is,upapannam
BG_2_32,agatam,is,svargadvaram
BG_2_32,apavrtam,is,uddhattitam
BG_2_32,ye,is,etat
BG_2_32,idrsam,is,yuddham
BG_2_32,labhante,is,ksatriyah
BG_2_32,he,is,partha
BG_2_32,kim,is,na
BG_2_32,sukhinah,is,te
BG_2_32,|| 32 ||,is,|| 32 ||
BG_2_33,tatah,is,svadharmam
BG_2_33,kirtim,is,ca
BG_2_33,hitva,is,papamavapsyasi
BG_2_33,|| 33 ||,is,|| 33 ||
BG_2_33,atha,is,cet
BG_2_33,tvam,is,imam
BG_2_33,dharmyam,is,dharmadanapetam
BG_2_33,vihitam,is,sangramam
BG_2_33,yuddham,is,na
BG_2_33,karisyasi,is,cet
BG_2_33,tatah,is,tadakaranat
BG_2_33,svadharmam,is,kirtim
BG_2_33,ca,is,mahadevadisamagamanimittam
BG_2_33,hitva,is,kevalam
BG_2_33,papam,is,avapsyasi
BG_2_33,|| 33 ||,is,|| 33 ||
BG_2_34,sambhavitasya,is,cakirtirmaranadatiricyate
BG_2_34,|| 34 ||,is,|| 34 ||
BG_2_34,akirteh,varam,maranamityarthah
BG_2_35,yesam,bhutva,yasyasi laghavam
BG_2_35,bhayat,karnadibhyah,ranat yuddhat uparatam nivrttam
BG_2_35,mamsyante,cintayisyanti,na krpayeti tvam maharathah duryodhanaprabhritayah
BG_2_35,yesam,duryodhanadinam,bahumatah bahubhih gunaih yuktah
BG_2_35,yesam,bahumatah,bahubhih gunaih yuktah
BG_2_35,yesam,yasyasi,laghavam laghubhavam
BG_2_36,nindantastava,samarthyam,tato duhkhataram nu kim
BG_2_36,avacyavadan,avaktavyavadamsca,bahun anekaprakaran vadisyanti
BG_2_36,tava,ahitah satravah,nindantahutsayantah
BG_2_36,tava,tvadiyam samarthyam,nivatakavacadiyuddhanimittam
BG_2_36,tatah,tato duhkhat,duhkhataram nu kim
BG_2_36,tatah,kastataram duhkham,duhkham nastityarthah
BG_2_37,tasmad,uttistha,kaunteya
BG_2_37,yuddhaya,krtaniscayah,kaunteya
BG_2_37,hato,va,prapsyasi svargam
BG_2_37,hatah,san,svargam prapsyasi
BG_2_37,jitva,va,karnadin suran bhoksyase mahim
BG_2_37,ubhayathapi,tava,labha evetyabhiprayah
BG_2_37,yata,evam,tasmat uttistha kaunteya yuddhaya krtaniscayah
BG_2_37,jesyami,satrun,marisyami va
BG_2_37,iti,niscayam,krtvetyarthah
BG_2_38,tato,yuddhaya,yujyasva
BG_2_38,naivam,papam,avapsyasi
BG_2_38,sukhaduhkhe,same,tulye
BG_2_38,krtva,ragadvesavapyakrtvetyetat,tatha
BG_2_38,labhalabhau,jayajayau,ca samau
BG_2_38,tato,yuddhaya,yujyasva ghatasva
BG_2_38,na,evam,yuddham kurvan papam avapsyasi
BG_2_38,ityesa,upadesah,prasangikah
BG_2_39,buddhya,yukto,yaya
BG_2_39,yaya,partha,karmabandham prahasyasi
BG_2_39,esa te tubhyam abhihita,ukta,sankhye paramarthavastuvivekavisaye buddhih jnanam saksat sokamohadisamsarahetudosanivrttikaranam
BG_2_39,yoge tu tatpraptyupaye nihsangataya dvandvaprahanapurvakam isvararadhanarthe karmayoge karmanusthane samadhiyoge ca imam anantaramevocyamanam buddhim srnu,stauti,tam ca buddhim
BG_2_39,tam ca buddhim stauti prarocanartham,yukta,"he partha, karmabandham karmaiva dharmadharmakhyo bandhah karmabandhah tam prahasyasi isvaraprasadanimittajnanapraptyaiva ityabhiprayah"
BG_2_40,svalpamapyasya dharmasya trayate mahato bhayat,trayate,mahatah bhayat samsarabhayat janmamaranadilaksanat
BG_2_41,bahusakha hyanantasca buddhayo'vyavasayinam,avyavasayinam,pramanajanitavivekabuddhirahitanamityarthah
BG_2_42,vedavadaratah partha nanyadastiti vadinah,vadinah,na anyat svargapasvadiphalasadhanebhyah karmabhyah asti iti evam
BG_2_43,kriyavisesabahulam bhogaisvaryagatim prati,pravadanti,mudhah samsare parivartante ityabhiprayah
BG_2_44,vyavasayatmika buddhih samadhau na vidhiyate,na vidhiyate,samadhau
BG_2_8,dharma,is caused by,karma
BG_2_8,dharma,is to be performed,with equanimity of mind
BG_2_8,yoga,is related to,knowledge of the Self
BG_2_8,yoga,is the refuge,of those who seek liberation
BG_2_8,yoga,is the means,to attain the Supreme
BG_2_50,yoga,is to be practiced,in actions
BG_2_50,yoga,is skill,in actions
BG_2_50,equanimity,is related to,knowledge
BG_2_50,equanimity,is related to,actions
BG_2_50,equanimity,is related to,good and bad deeds
BG_2_50,equanimity,is related to,purity and knowledge
BG_2_50,equanimity,is the cause,of success and failure
BG_2_50,equanimity,is the cause,of bondage and liberation
BG_2_50,yoga,is the cause,of skill
BG_2_51,one,is liberated,from birth and death
BG_2_51,one,is free,from birth and death
BG_2_51,one,attains,the supreme state
BG_2_51,one,is free,from all miseries
BG_2_51,one,attains,the knowledge of the Self
BG_2_52,knowledge,is attained,when ignorance is removed
BG_2_52,knowledge,is attained,when delusion is removed
BG_2_52,knowledge,is attained,when darkness is removed
BG_2_52,knowledge,is attained,when the Self is realized
BG_2_52,knowledge,is attained,when the object is realized
BG_2_52,knowledge,is attained,when the mind is realized
BG_2_53,yoga,is attained,when the mind is steady
BG_2_53,yoga,is attained,when the mind is unwavering
BG_2_53,yoga,is attained,when the mind is without agitation
BG_2_53,yoga,is attained,when the mind is in samadhi
BG_2_53,yoga,is attained,when the mind is in the Self
BG_2_53,yoga,is attained,when the mind is without duality
BG_2_54,one,is steady,in mind
BG_2_54,one,is not agitated,in mind
BG_2_54,one,is not moved,in mind
BG_2_54,sthita prajna,has,knowledge
BG_2_54,sthita prajna,is asked,what is his speech?
BG_2_54,sthita prajna,is established,in self-realization
BG_2_54,sthita prajna,speaks,what comes from where?
BG_2_54,sthita prajna,speaks,what goes where?
BG_2_54,sthita prajna,is characterized by,this verse
BG_2_55,sthita prajna,is content,in the Self alone
BG_2_55,sthita prajna,renounces,all desires
BG_2_55,sthita prajna,abandons,all possessions
BG_2_55,sthita prajna,is free from,madness and carelessness
BG_2_55,sthita prajna,is characterized by,"renunciation of son, home, and the world"
BG_2_55,sthita prajna,is a sannyasi,dedicated to the Self
BG_2_55,sthita prajna,is a knower,of the Self
BG_2_56,sthita prajna,is free from,"fear, anger, and hatred"
BG_2_56,sthita prajna,is not agitated,in times of sorrow
BG_2_56,sthita prajna,is not disturbed,in times of sorrow
BG_2_56,sthita prajna,is free from,desire and greed in times of happiness
BG_2_56,sthita prajna,is a sage,and a sannyasi
BG_2_57,sthita prajna,neither approves nor disapproves,of good or bad
BG_2_57,sthita prajna,is characterized by,knowledge born of discrimination
BG_2_58,sthita prajna,withdraws,the senses from their objects
BG_2_58,sthita prajna,is characterized by,knowledge and self-restraint
BG_2_59,sthita prajna,renounces,sensual pleasures
BG_2_59,sthita prajna,sees,the Supreme beyond the senses
BG_2_64,ragadvesaviyuktaih,is characterized by,indriyanam pravrttih svabhaviki
BG_2_64,indriyanam pravrttih svabhaviki,is,tatra yo mumuksuh bhavati sah tabhyam viyuktaih srotradibhih indriyaih
BG_2_64,indriyaih,should be,avarjaniyan caran upalabhamanah atmavasyaih atmanah vasyani vasibhutani
BG_2_64,indriyani,should be,vidheyatma icchatah vidheyah atma antahkaranam
BG_2_64,prasadam,is achieved by,yasya sah ayam
BG_2_64,prasadah,is,prasannata svasthyam
BG_2_65,prasannacetaso,has,buddhih paryavatisthate
BG_2_65,prasannacetasah,has,avasthitabuddheh krtakrtyata yatah
BG_2_65,ragadvesaviyuktaih indriyaih,should be,sastraviruddhesu avarjaniyesu yuktah samacaret
BG_2_66,santirasantasya,has no,sukham
BG_2_66,buddhih,is,atmasvarupavisaya ayuktasya asamahitantahkaranasya
BG_2_66,ayuktasya,has no,bhavana atmajnanabhinivesah
BG_2_66,abhavayatah,has no,atmajnanabhinivesamakurvatah santih upasamah
BG_2_66,asantasya,has no,sukham
BG_2_66,indriyanam,has,visayasevatrsnatah nivrttirya tatsukham
BG_2_66,duhkhameva,is,hi sa
BG_2_66,trsnayam,is not,satyam sukhasya gandhamatramapyupapadyate
BG_2_67,prajnam,is lost by,tadasya harati
BG_2_67,indriyanam,has,caratam svasvavisayesu pravartamananam
BG_2_67,manah,is directed,anupravartate tat indriyavisayavikalpanena pravrttam
BG_2_67,vayuh,behaves like,navamiva ambhasi
BG_2_68,prajna,is established,indriyanindriyarthebhyasya
BG_2_68,indriyanam,has,dosa upapadito yasmat
BG_2_68,indriyani,are controlled,sarvasah sarvaprakaraih manasadibhedaih
BG_2_68,indriyani,are controlled by,indriyarthebhyah sabdadibhyah
BG_2_69,yasyam,are awake,bhutani
BG_2_69,sa,is,nisa pasyato muneh
BG_2_69,atmanah,Pravartakapramanapeksata,atmatvadeva
BG_2_69,atmanah,Pramanatva,pramanam
BG_2_69,pramanam,Nivartayati,antyam
BG_2_69,pramanam,Nivartayadeva,apramanibhavati
BG_2_69,pramanam,Prabodhe,svapnakalapramanamiva
BG_2_69,pramanasya,Pravrttihetuttvadarsanat,vastvadhigame
BG_2_69,atmavidah,Karmanyadhikara,iti siddham
BG_2_70,sarve,Pravisanti,yam
BG_2_70,sa,Santimapnoti,na kamakami
BG_2_70,tam,Acalapratistham,samudram
BG_2_70,apah,Pravisanti,tam
BG_2_70,sarve,Pralayante,atmanyeva
BG_2_70,sah,Santim,moksam
BG_2_70,na,Prapnoti,itarah kamakami
BG_2_70,kamyanta,Iti,kamah visayah
BG_2_70,tasya,Sah,kamakami
BG_2_70,naiva,Prapnoti,itarthah
BG_2_71,nirmamo,Nirahankarah,sa
BG_2_71,sah,Santimadhigacchati,iti
BG_2_72,esa,Brahmi,brahmani
BG_2_72,esa,Bhava,iyam sthitih
BG_2_72,esa,Sarvam,karma
BG_2_72,esa,Samnyasya,brahmarupenaiva
BG_2_72,he,Partha,na
BG_2_72,enam,Sthitim,prapya
BG_2_72,na,Vimuhyati,na
BG_2_72,na,Moham,prapnoti
BG_2_72,esa,Sthitva,asyam
BG_2_72,esa,Sthitau,brahmyam
BG_2_72,esa,Antakale,api
BG_2_72,esa,Antye,vayasyapi
BG_2_72,esa,Brahmanirvanam,brahmanirvrtim
BG_2_72,esa,Moksam,rcchati
BG_2_72,esa,Gacchati,iti
BG_2_72,esa,Brahmacaryadeva,samnyasya
BG_2_72,esa,Yavajjivam,yo
BG_2_72,esa,Brahmanyeva,avatisthate
BG_2_72,esa,Brahmanirvanam,rcchati
BG_2_72,iti,Iti,iti
BG_3_4,Nanu,dattva,abhayam sarvabhutebhyo
BG_3_4,Nanu,acaret,naiskarmyam
BG_3_4,Loke,prasiddhataram,naiskarmyam
BG_3_4,Atasca,naiskarmyarthinah,karmarambhena
BG_3_4,Naiskarmyalaksanam,samadhigacchati,jnanayogena
BG_3_5,Karma,karyate,hyavasah
BG_3_5,Karma,sarvah,prakrtijairgunaih
BG_3_5,Na,hi,yasmat ksanamapi kalam jatu kadacit kascit tisthati akarmakrt
BG_3_5,Kasmat,karyate,pravartyate
BG_3_5,Hi,yasmat avasa eva asvatantra eva karma,sarvah prani prakrtijaih prakrtito jataih sattvarajastamobhih gunaih
BG_3_5,Ajna,iti,vakya
BG_3_5,Yato,vaksyati,'gunairyo na vicalyate' (bha. gi. 14 | 23)
BG_3_5,Sankhyanam,prthakkaranat,ajnanameva hi karmayogah
BG_3_5,Jnaninam,tu,gunairacalyamananam
BG_3_5,Jnaninam,tu,svatascalanabhavat
BG_3_5,Tatha,ca,vyakhyatam
BG_3_5,Vedavinasinam,iti,bha. gi. 2 | 21
BG_3_6,Indriyarthanvimudhatma,mithyacarah,sa ucyate
BG_3_7,Karmendriyaih,karmayogamasaktah,sa visisyate
BG_3_7,Yastu,punah,karmanyadhikrtah
BG_3_7,Yastu,punah,ajnah
BG_3_7,Yastu,punah,buddhindriyani
BG_3_7,Yastu,punah,manasa
BG_3_7,Yastu,punah,niyamya
BG_3_7,Arjuna,karmendriyaih,vakpanyadibhih
BG_3_7,Kimarabhate,ityaha,karmayogam
BG_3_7,Asaktah,san,phalabhisandhivarjitah
BG_3_7,Sah,visisyate,itarasmat
BG_3_8,Sarirayatrapi,ca,te
BG_3_8,Niyatam,nityam,sastropadistam
BG_3_8,Yo,yasmin,karmani
BG_3_8,Yo,yasmin,adhikrtah
BG_3_8,Yo,yasmin,phalaya
BG_3_8,Yo,yasmin,asrutam
BG_3_8,Tat,niyatam,karma
BG_3_8,Tat,kuru,tvam
BG_3_8,Yatah,karma,jyayah
BG_3_8,Yatah,karma,adhikataram
BG_3_8,Yatah,karma,phalatah
BG_3_8,Hi,yasmat,akarmanah
BG_3_8,Hi,yasmat,akaranat
BG_3_8,Hi,yasmat,anarambhat
BG_3_8,Katham,sarirayatra,sarirasthitih
BG_3_8,Te,tava,na prasidhyet
BG_3_8,Te,prasiddhim,na gacchet
BG_3_8,Atah,drstah,karmakarmanorviseso
BG_3_9,Tadartham,karma,kaunteya
BG_3_7,yajnah,isvarah,tadartham
BG_3_7,tadartham,yat,kriyate
BG_3_7,tadartham,tata,yajnartham
BG_3_7,karma,tasmat,karmakrt
BG_3_7,lokah,karmakrt,karmabandhanah
BG_3_7,karmabandhanah,lokah,na
BG_3_7,yajnarthat,atah,tadartham
BG_3_7,yajnartham,karma,kaunteya
BG_3_7,karmaphalasangavarjitah,muktasangah,san
BG_3_7,sam,nirvartaya,atman
BG_3_10,esa,yajnah,vah
BG_3_10,sahayajnah,yajnasahitah,prajah
BG_3_10,trayo,varnah,tah
BG_3_10,prajapatih,prajanam,srasta
BG_3_10,esa,yajnah,yusmakam
BG_3_10,istakamadhuk,istan,abhipretan
BG_3_10,kaman,phalavisesan,dogdhiti
BG_3_11,sreyah,paramavapsyatha,parasparam
BG_3_11,devan,indradin,bhavayata
BG_3_11,te,devah,bhavayantu
BG_3_11,vah,yusman,apyayayantu
BG_3_11,vrstyadina,sreyah,param
BG_3_11,moksalaksanam,jnanapraptikramena,avapsyatha
